KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
513100092,0,,,13,6,7,2,0,2,11,6,5,10,6,4,11,6,5,10,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,0,4,3,1,0,1,0,0,0
513100094,0,,,12,5,7,1,1,0,11,4,7,4,3,1,11,4,7,11,4,7,7,1,6,7,1,6,2,0,2,0,0,0,0,0,0,7,7,3,3,1,0,0,0,0,4,4,0,1,6,0,3,1
513100103,2,513100201,,11,9,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100191,1,,513100192,40,17,23,3,2,1,40,17,23,23,12,11,37,16,21,36,16,20,17,5,12,13,4,9,4,1,3,0,0,0,0,0,0,20,20,10,6,1,3,0,1,0,11,10,1,1,14,0,8,2
513100192,2,513100191,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100193,0,,,191,81,110,14,4,10,176,77,99,102,48,54,169,75,94,167,75,92,74,29,45,35,11,24,14,3,11,4,0,4,1,0,1,87,87,29,33,11,9,3,2,0,57,51,6,4,52,0,17,13
513100194,0,,,17,10,7,0,0,0,17,10,7,7,6,1,17,10,7,17,10,7,10,4,6,4,2,2,2,1,1,0,0,0,0,0,0,9,9,3,4,2,0,0,0,0,6,6,0,0,6,0,2,2
513100201,1,,513100103,558,259,299,59,26,33,485,229,256,357,180,177,474,224,250,467,220,247,128,49,79,58,14,44,19,5,14,0,0,0,9,3,6,291,291,147,78,47,26,3,1,0,154,139,15,24,93,19,36,22
513100203,1,,513100204,1088,545,543,105,57,48,958,470,488,637,342,295,930,452,478,914,444,470,321,128,193,186,62,124,72,18,54,11,1,10,48,12,36,550,548,288,136,61,49,14,1,0,259,235,24,29,164,107,39,55
513100204,2,513100203,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100213,2,513100302,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100282,0,,,98,51,47,16,9,7,82,42,40,66,33,33,75,37,38,72,36,36,16,9,7,6,4,2,0,0,0,0,0,0,1,1,0,33,33,2,9,11,10,1,0,0,31,27,4,1,9,0,1,3
513100284,0,,,53,28,25,7,6,1,46,22,24,24,14,10,45,21,24,45,21,24,22,8,14,14,5,9,7,1,6,2,1,1,2,1,1,20,20,5,6,4,3,1,0,1,15,11,4,1,15,0,5,3
513100291,0,,,240,111,129,27,14,13,212,96,116,125,58,67,205,94,111,203,92,111,87,38,49,38,15,23,15,5,10,0,0,0,0,0,0,113,113,41,36,22,10,3,1,0,71,66,5,4,64,2,29,17
513100293,0,,,76,36,40,2,1,1,74,35,39,43,20,23,74,35,39,74,35,39,31,15,16,13,6,7,4,3,1,0,0,0,2,2,0,34,34,9,14,6,4,1,0,0,25,23,2,1,20,0,4,3
513100294,0,,,22,9,13,1,0,1,21,9,12,13,7,6,21,9,12,19,7,12,8,2,6,5,1,4,3,0,3,0,0,0,0,0,0,9,9,3,2,2,1,1,0,0,6,5,1,0,6,0,2,1
513100301,0,,,195,90,105,15,5,10,178,83,95,117,56,61,175,82,93,172,80,92,61,27,34,36,18,18,13,7,6,1,1,0,4,0,4,97,97,43,25,18,8,2,1,0,54,45,9,7,44,4,18,13
513100302,1,,513100213,529,240,289,53,25,28,455,203,252,342,165,177,445,198,247,438,194,244,113,38,75,69,20,49,30,5,25,3,0,3,31,8,23,292,291,176,56,34,20,5,1,0,112,105,7,19,60,69,18,16
513100303,0,,,242,113,129,25,14,11,216,98,118,121,59,62,213,96,117,213,96,117,95,39,56,42,19,23,9,3,6,0,0,0,0,0,0,118,118,40,48,17,10,3,0,0,77,68,9,10,65,3,19,24
513100304,0,,,1040,513,527,95,54,41,928,446,482,599,307,292,902,436,466,888,427,461,329,139,190,164,68,96,48,17,31,3,2,1,14,8,6,518,518,213,160,93,36,13,2,1,299,269,30,38,229,40,75,75
513100311,2,513100313,,37,9,28,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100313,1,,513100311,134,59,75,13,6,7,154,60,94,84,36,48,152,58,94,152,58,94,70,24,46,56,18,38,33,8,25,7,1,6,8,0,8,63,63,25,21,10,4,2,1,1,36,29,7,4,22,10,3,5
513100381,2,513100382,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100382,1,,513100381,97,45,52,2,1,1,103,49,54,50,25,25,101,48,53,99,48,51,53,24,29,28,10,18,10,4,6,0,0,0,2,1,1,44,44,15,17,9,2,3,1,0,32,24,8,0,38,0,15,8
513100383,0,,,45,18,27,0,0,0,45,18,27,21,9,12,44,17,27,43,17,26,24,9,15,12,4,8,7,1,6,1,0,1,0,0,0,22,22,7,9,4,2,0,0,0,15,14,1,0,16,0,5,4
513100384,0,,,29,12,17,4,3,1,25,9,16,9,4,5,24,8,16,24,8,16,16,5,11,11,4,7,3,0,3,2,0,2,0,0,0,13,13,5,4,1,2,1,0,0,8,6,2,1,11,0,5,3
513100391,1,,513100392,17,10,7,0,0,0,21,12,9,8,5,3,21,12,9,21,12,9,13,7,6,4,3,1,1,0,1,0,0,0,0,0,0,10,10,4,7,1,0,0,0,0,8,8,0,0,10,0,4,2
513100392,2,513100391,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100401,0,,,80,37,43,1,1,0,79,36,43,29,13,16,78,36,42,78,36,42,50,23,27,19,11,8,5,2,3,0,0,0,0,0,0,34,34,5,15,11,3,0,0,0,29,27,2,0,29,0,5,10
513100402,0,,,364,171,193,27,16,11,337,155,182,175,85,90,331,153,178,327,152,175,162,70,92,99,42,57,32,13,19,2,0,2,1,1,0,155,155,36,65,32,16,2,2,2,117,99,18,6,102,6,21,40
513100404,0,,,226,119,107,36,24,12,189,94,95,148,77,71,182,91,91,180,91,89,41,17,24,23,8,15,6,0,6,0,0,0,0,0,0,113,113,56,26,14,10,6,1,0,56,51,5,9,33,13,13,6
513100411,0,,,346,171,175,49,27,22,293,141,152,189,92,97,288,138,150,282,134,148,104,49,55,42,20,22,13,6,7,0,0,0,0,0,0,144,144,31,56,35,15,4,3,0,109,102,7,23,68,3,12,26
513100413,1,,513100414;513100423,1020,467,553,160,78,82,862,391,471,460,225,235,845,385,460,832,379,453,402,166,236,280,110,170,152,50,102,28,3,25,9,4,5,299,297,62,92,73,50,16,4,3,236,213,23,62,110,14,18,44
513100414,2,513100413,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100423,2,513100413,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100463,0,,,36,17,19,3,0,3,33,17,16,19,12,7,32,16,16,32,16,16,14,5,9,9,3,6,3,1,2,0,0,0,0,0,0,18,18,8,7,1,1,0,0,1,10,7,3,1,9,0,3,2
513100464,0,,,324,158,166,39,22,17,283,135,148,171,85,86,275,133,142,273,133,140,112,50,62,40,15,25,10,3,7,1,0,1,1,1,0,148,148,53,43,28,19,5,0,0,94,85,9,14,72,9,20,24
513100471,0,,,8,4,4,0,0,0,8,4,4,2,0,2,8,4,4,8,4,4,6,4,2,4,3,1,1,1,0,0,0,0,0,0,0,4,4,1,2,1,0,0,0,0,3,3,0,0,4,0,1,2
513100472,0,,,252,120,132,20,10,10,231,110,121,117,62,55,225,107,118,223,106,117,114,48,66,53,24,29,17,4,13,1,0,1,2,1,1,108,108,25,44,24,8,7,0,0,82,75,7,4,70,1,17,22
513100473,0,,,697,302,395,57,27,30,640,275,365,314,145,169,625,266,359,617,262,355,326,130,196,184,72,112,43,12,31,3,0,3,16,3,13,342,342,134,118,48,31,8,2,1,205,176,29,20,219,15,78,71
513100474,0,,,227,107,120,26,12,14,201,95,106,123,58,65,192,93,99,186,88,98,78,37,41,50,19,31,18,7,11,1,0,1,0,0,0,100,100,37,28,15,13,5,2,0,63,55,8,5,56,1,25,17
513100481,0,,,14,7,7,2,2,0,12,5,7,8,4,4,12,5,7,12,5,7,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,6,6,2,1,2,1,0,0,0,4,3,1,1,3,0,1,1
513100501,0,,,12,5,7,0,0,0,12,5,7,6,2,4,11,4,7,10,4,6,6,3,3,4,3,1,0,0,0,0,0,0,0,0,0,4,4,0,2,1,0,1,0,0,3,3,0,0,3,0,0,1
513100502,0,,,17,8,9,1,0,1,16,8,8,9,5,4,15,7,8,14,7,7,7,3,4,3,1,2,0,0,0,0,0,0,0,0,0,9,9,4,3,1,1,0,0,0,5,5,0,0,5,0,2,2
513100503,0,,,625,306,319,72,49,23,553,257,296,340,170,170,529,245,284,514,237,277,213,87,126,112,46,66,25,9,16,0,0,0,2,1,1,249,249,46,101,54,28,17,3,0,201,181,20,19,133,2,34,54
513100504,0,,,1127,527,600,177,89,88,948,437,511,573,280,293,909,417,492,887,406,481,375,157,218,206,83,123,53,21,32,4,2,2,9,5,4,443,443,96,161,83,64,31,7,1,343,312,31,41,243,6,63,84
513100511,0,,,730,348,382,131,66,65,591,275,316,438,214,224,564,260,304,552,253,299,153,61,92,74,27,47,26,9,17,5,2,3,0,0,0,313,313,87,116,58,31,15,5,1,224,203,21,42,109,8,38,30
513100512,0,,,250,122,128,78,44,34,172,78,94,136,61,75,165,77,88,164,76,88,36,17,19,17,6,11,6,1,5,0,0,0,0,0,0,74,74,7,13,20,19,10,4,1,66,57,9,19,26,0,5,3
513100513,0,,,1076,519,557,166,83,83,884,422,462,630,310,320,852,412,440,841,405,436,254,112,142,140,55,85,54,17,37,4,1,3,6,3,3,470,468,176,120,82,69,15,4,2,285,259,26,47,154,24,47,49
513100514,0,,,128,58,70,17,8,9,107,47,60,79,35,44,107,47,60,104,46,58,28,12,16,14,6,8,5,1,4,1,0,1,0,0,0,61,61,24,20,9,4,3,1,0,35,30,5,6,17,1,5,6
513100543,0,,,126,114,12,0,0,0,126,114,12,126,114,12,126,114,12,116,106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513100544,0,,,89,49,40,12,9,3,77,40,37,52,28,24,76,40,36,76,40,36,25,12,13,11,3,8,3,1,2,0,0,0,0,0,0,41,41,16,11,7,5,2,0,0,24,21,3,1,20,2,6,3
513100551,2,513100552,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100552,1,,513100551;513100554,165,75,90,26,9,17,150,70,80,113,54,59,143,66,77,141,64,77,37,16,21,20,8,12,6,2,4,0,0,0,2,2,0,71,71,26,19,14,8,3,3,1,45,41,4,8,27,6,9,3
513100553,0,,,42,21,21,5,4,1,37,17,20,25,12,13,37,17,20,37,17,20,12,5,7,7,2,5,4,1,3,0,0,0,0,0,0,17,17,5,5,5,0,0,2,0,12,9,3,0,10,0,4,1
513100554,2,513100552,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100561,0,,,713,328,385,80,48,32,633,280,353,302,169,133,627,279,348,623,277,346,331,111,220,226,72,154,108,23,85,21,3,18,13,9,4,273,270,111,80,44,21,13,1,0,158,149,9,20,114,11,29,41
513100562,0,,,118,50,68,16,8,8,102,42,60,59,27,32,97,41,56,95,40,55,43,15,28,22,6,16,9,1,8,1,1,0,0,0,0,53,53,18,20,6,5,2,2,0,35,32,3,4,34,0,16,8
513100563,0,,,124,58,66,7,4,3,117,54,63,38,20,18,114,52,62,112,51,61,79,34,45,51,22,29,25,11,14,5,2,3,3,1,2,40,39,8,19,4,6,2,0,0,31,25,6,1,30,0,7,15
513100564,0,,,46,26,20,3,0,3,43,26,17,15,11,4,42,26,16,42,26,16,28,15,13,21,10,11,2,1,1,0,0,0,4,3,1,25,25,12,9,2,1,0,1,0,12,11,1,0,19,0,8,6
513100571,1,,513100572,272,136,136,26,11,15,247,125,122,144,75,69,240,120,120,236,117,119,103,50,53,41,19,22,17,7,10,2,0,2,2,0,2,125,125,38,46,31,9,3,0,0,88,81,7,8,64,6,16,21
513100572,2,513100571,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100573,1,,513100574,135,63,72,13,7,6,127,59,68,83,44,39,125,57,68,123,56,67,44,15,29,29,7,22,9,1,8,1,0,1,1,1,0,63,63,23,20,13,7,2,0,0,40,34,6,5,35,1,14,6
513100574,2,513100573,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100594,0,,,18,8,10,0,0,0,18,8,10,10,5,5,17,7,10,16,7,9,8,3,5,4,1,3,3,1,2,0,0,0,0,0,0,7,7,1,2,3,1,0,0,0,6,3,3,0,5,0,1,1
513100601,0,,,390,185,205,52,29,23,336,155,181,183,92,91,329,152,177,324,149,175,153,63,90,61,24,37,13,2,11,0,0,0,2,0,2,160,160,36,64,33,17,3,5,2,120,106,14,12,103,1,29,30
513100602,0,,,200,104,96,32,20,12,167,83,84,112,61,51,162,81,81,159,79,80,55,22,33,25,7,18,7,0,7,0,0,0,2,1,1,73,73,13,21,20,11,7,1,0,59,50,9,12,36,2,7,10
513100603,0,,,47,24,23,7,5,2,40,19,21,20,11,9,40,19,21,40,19,21,20,8,12,10,4,6,4,1,3,0,0,0,0,0,0,19,19,2,10,3,4,0,0,0,16,14,2,1,13,0,2,4
513100604,0,,,19,9,10,2,2,0,17,7,10,5,2,3,17,7,10,17,7,10,12,5,7,5,2,3,1,1,0,1,1,0,1,0,1,8,8,1,5,0,2,0,0,0,7,6,1,1,7,0,1,3
513100611,0,,,208,102,106,46,29,17,162,73,89,115,54,61,152,71,81,149,70,79,47,19,28,28,11,17,10,3,7,0,0,0,3,2,1,85,85,30,21,9,17,7,1,0,55,50,5,9,29,7,8,12
513100612,0,,,394,194,200,93,43,50,296,147,149,254,129,125,285,143,142,279,140,139,42,18,24,13,3,10,2,0,2,0,0,0,13,12,1,159,159,45,45,30,28,10,0,1,108,106,2,36,30,6,10,8
513100613,0,,,81,36,45,8,5,3,73,31,42,46,18,28,69,29,40,67,28,39,27,13,14,13,7,6,3,2,1,0,0,0,1,0,1,33,33,5,13,11,3,1,0,0,28,26,2,2,17,0,4,7
513100614,0,,,847,417,430,129,77,52,711,335,376,511,246,265,673,320,353,656,313,343,200,89,111,91,38,53,29,9,20,3,0,3,7,4,3,347,347,111,96,63,43,25,6,3,230,203,27,30,127,24,28,40
513100621,0,,,118,55,63,14,8,6,104,47,57,61,26,35,101,45,56,99,44,55,43,21,22,18,10,8,6,4,2,0,0,0,0,0,0,42,42,7,14,12,5,0,1,3,35,26,9,2,29,0,4,9
513100623,0,,,168,73,95,13,4,9,155,69,86,91,45,46,148,65,83,143,63,80,64,24,40,26,10,16,9,3,6,0,0,0,2,1,1,70,70,13,30,16,8,3,0,0,57,53,4,2,41,1,10,16
513100624,0,,,159,77,82,7,4,3,152,73,79,71,39,32,149,72,77,147,72,75,81,34,47,36,12,24,12,3,9,0,0,0,0,0,0,69,69,16,31,11,7,4,0,0,53,44,9,2,51,0,11,15
513100633,0,,,9,4,5,0,0,0,9,4,5,5,3,2,9,4,5,9,4,5,4,1,3,2,0,2,0,0,0,0,0,0,0,0,0,5,5,1,4,0,0,0,0,0,4,4,0,0,3,0,1,1
513100641,0,,,385,283,102,15,6,9,369,276,93,299,248,51,367,276,91,307,224,83,70,28,42,38,12,26,13,1,12,0,0,0,0,0,0,71,65,17,20,15,11,1,0,1,47,35,12,5,45,0,11,10
513100642,0,,,300,142,158,35,21,14,263,120,143,122,64,58,259,117,142,258,117,141,141,56,85,98,34,64,55,18,37,6,1,5,0,0,0,107,106,36,39,12,11,4,4,0,69,65,4,10,53,0,19,20
513100643,0,,,35,19,16,8,6,2,27,13,14,13,6,7,26,13,13,26,13,13,14,7,7,4,2,2,0,0,0,0,0,0,0,0,0,12,12,0,7,2,1,1,1,0,12,11,1,1,8,0,0,4
513100644,1,,513100651;513100653;513100751,201,101,100,39,17,22,176,89,87,104,55,49,173,86,87,173,86,87,72,34,38,28,14,14,8,4,4,2,1,1,0,0,0,77,77,16,33,15,11,6,1,1,66,59,7,12,47,1,11,18
513100651,2,513100644,,4,0,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100653,2,513100644,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100661,0,,,67,32,35,6,4,2,61,28,33,29,16,13,59,27,32,59,27,32,32,12,20,12,4,8,5,1,4,0,0,0,1,1,0,26,26,5,10,6,3,1,0,1,21,17,4,0,20,0,4,4
513100662,0,,,53,23,30,3,2,1,50,21,29,21,11,10,49,20,29,48,19,29,29,10,19,17,7,10,3,0,3,0,0,0,2,1,1,26,26,11,8,4,2,0,1,0,15,14,1,1,20,0,9,7
513100664,0,,,50,23,27,7,6,1,43,17,26,24,9,15,39,15,24,38,15,23,19,8,11,11,5,6,3,0,3,0,0,0,0,0,0,20,20,7,7,1,1,2,2,0,13,11,2,1,15,0,6,4
513100671,0,,,262,140,122,18,12,6,238,122,116,153,77,76,233,120,113,230,118,112,85,45,40,21,10,11,6,1,5,1,0,1,2,2,0,132,132,55,35,33,7,2,0,0,76,71,5,4,51,8,8,25
513100673,0,,,11,6,5,0,0,0,11,6,5,3,2,1,11,6,5,11,6,5,8,4,4,6,3,3,3,1,2,0,0,0,0,0,0,8,8,5,3,0,0,0,0,0,3,3,0,0,6,0,3,2
513100692,0,,,21,8,13,0,0,0,21,8,13,12,6,6,20,8,12,20,8,12,9,2,7,6,0,6,3,0,3,0,0,0,0,0,0,9,9,3,4,0,1,0,1,0,6,4,2,0,7,0,2,1
513100701,0,,,52,28,24,1,1,0,51,27,24,27,14,13,49,25,24,49,25,24,24,13,11,10,5,5,7,4,3,1,1,0,0,0,0,19,19,3,6,6,1,3,0,0,16,12,4,0,15,0,2,4
513100702,0,,,75,39,36,5,3,2,70,36,34,47,27,20,70,36,34,70,36,34,23,9,14,11,4,7,5,2,3,0,0,0,0,0,0,18,17,3,10,0,2,1,1,0,14,11,3,0,13,0,3,6
513100703,0,,,9,4,5,0,0,0,9,4,5,2,1,1,9,4,5,9,4,5,7,3,4,5,2,3,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,0,0,3,3,0,0,5,0,2,2
513100704,0,,,43,19,24,4,3,1,39,16,23,16,5,11,39,16,23,39,16,23,23,11,12,13,5,8,6,1,5,0,0,0,0,0,0,18,18,5,7,2,2,2,0,0,13,9,4,2,14,0,4,4
513100711,0,,,349,179,170,67,44,23,280,134,146,222,106,116,266,128,138,260,125,135,58,28,30,18,9,9,3,2,1,0,0,0,8,0,8,137,137,37,37,28,25,7,2,1,98,92,6,19,38,7,8,16
513100712,0,,,1236,592,644,269,130,139,952,452,500,702,340,362,909,427,482,890,420,470,250,112,138,128,51,77,31,12,19,1,0,1,3,2,1,461,461,92,149,98,78,30,10,4,360,332,28,66,166,12,37,54
513100713,0,,,358,171,187,72,38,34,286,133,153,196,96,100,272,126,146,266,123,143,90,37,53,51,21,30,10,4,6,1,1,0,3,2,1,143,143,43,39,21,27,12,1,0,100,93,7,14,68,0,32,20
513100714,0,,,765,374,391,155,80,75,604,289,315,461,226,235,575,277,298,563,269,294,143,63,80,67,27,40,23,6,17,1,0,1,3,3,0,297,297,70,91,60,53,17,6,0,224,212,12,37,101,8,32,31
513100721,0,,,578,283,295,103,57,46,465,221,244,330,166,164,450,213,237,442,209,233,135,55,80,76,31,45,20,6,14,0,0,0,2,1,1,250,250,87,70,44,31,15,1,2,161,146,15,30,89,13,25,35
513100722,0,,,132,60,72,12,4,8,120,56,64,83,42,41,115,54,61,113,53,60,37,14,23,14,6,8,3,2,1,1,0,1,0,0,0,52,52,8,26,6,8,2,2,0,43,40,3,4,23,0,5,9
513100723,0,,,817,380,437,133,60,73,671,311,360,430,211,219,652,301,351,639,294,345,241,100,141,146,61,85,48,19,29,8,1,7,8,3,5,354,351,115,120,50,45,17,2,2,232,217,15,39,146,17,45,48
513100731,1,,513100732,120,63,57,15,7,8,103,53,50,61,33,28,102,53,49,101,52,49,42,20,22,13,3,10,5,1,4,0,0,0,4,1,3,51,51,17,13,11,10,0,1,0,34,30,4,3,29,2,9,5
513100732,2,513100731,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100733,0,,,96,43,53,3,2,1,93,41,52,44,20,24,91,41,50,90,40,50,49,21,28,29,11,18,11,3,8,1,1,0,1,0,1,44,44,11,17,13,3,0,0,0,33,26,7,1,31,0,8,12
513100734,0,,,133,68,65,24,15,9,109,53,56,72,39,33,107,51,56,105,51,54,37,14,23,17,7,10,5,1,4,0,0,0,2,1,1,52,52,12,15,12,11,1,1,0,39,38,1,4,25,0,10,9
513100741,0,,,252,126,126,29,15,14,218,108,110,118,65,53,211,105,106,211,105,106,100,43,57,41,17,24,8,1,7,1,0,1,1,0,1,112,112,34,40,24,7,4,3,0,76,65,11,11,62,4,11,26
513100742,0,,,266,131,135,51,28,23,215,103,112,133,68,65,211,101,110,210,101,109,82,35,47,43,14,29,12,3,9,1,0,1,2,1,1,100,100,21,34,20,16,5,1,3,78,68,10,13,54,4,13,17
513100743,0,,,661,317,344,85,43,42,571,270,301,344,165,179,541,249,292,537,246,291,227,105,122,113,48,65,51,18,33,4,0,4,8,5,3,243,242,55,86,40,40,16,5,0,186,161,25,16,118,8,22,43
513100744,0,,,103,52,51,5,1,4,98,51,47,62,34,28,94,47,47,92,46,46,36,17,19,16,5,11,5,1,4,0,0,0,0,0,0,40,40,7,11,15,6,1,0,0,33,27,6,1,23,0,4,5
513100751,2,513100644,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513100764,1,,513100862,83,40,43,5,3,2,82,39,43,40,18,22,82,39,43,82,39,43,42,21,21,16,6,10,7,3,4,0,0,0,0,0,0,30,30,6,7,13,3,2,1,0,26,22,4,1,27,0,6,7
