KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
513112171,2,513112172,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112172,1,,513112171,17,9,8,2,1,1,23,12,11,11,7,4,22,11,11,21,10,11,12,5,7,7,3,4,2,1,1,0,0,0,0,0,0,8,8,4,3,2,1,1,0,0,7,6,1,0,8,0,3,2
513112173,2,513112174,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112174,1,,513112173,14,8,6,3,3,0,18,8,10,8,4,4,18,8,10,18,8,10,10,4,6,6,3,3,3,1,2,0,0,0,0,0,0,4,4,0,2,1,0,0,0,2,5,2,3,0,5,0,0,2
513112182,0,,,17,7,10,2,1,1,15,6,9,5,2,3,15,6,9,15,6,9,10,4,6,5,1,4,4,1,3,0,0,0,0,0,0,5,5,1,1,2,0,0,0,1,4,1,3,0,5,0,1,1
513112184,1,,513112193,13,5,8,0,0,0,15,6,9,5,3,2,15,6,9,15,6,9,10,3,7,5,1,4,3,1,2,0,0,0,0,0,0,7,7,3,4,0,1,0,0,0,5,4,1,0,7,0,3,3
513112193,2,513112184,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112201,2,513112211,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112211,1,,513112201;513112213,10,4,6,1,0,1,26,12,14,12,7,5,26,12,14,26,12,14,14,5,9,7,2,5,2,1,1,0,0,0,0,0,0,5,5,2,5,3,0,0,1,0,9,6,3,1,10,0,2,4
513112213,2,513112211,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112224,2,513112312,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112234,2,513112133,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112241,2,513112133,,11,4,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112242,2,513112133,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112251,2,513112153,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112261,1,,513112262,22,12,10,1,1,0,25,14,11,13,8,5,25,14,11,25,14,11,12,6,6,6,3,3,2,1,1,0,0,0,0,0,0,8,8,1,4,2,1,0,0,1,8,5,3,1,7,0,1,3
513112262,2,513112261,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112263,2,513112264,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112264,1,,513112263,1,1,0,0,0,0,10,6,4,5,4,1,10,6,4,10,6,4,5,2,3,5,2,3,3,1,2,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,2,1,1,0,3,0,1,0
513112303,2,513112314,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112312,1,,513112224,14,8,6,0,0,0,16,9,7,4,3,1,16,9,7,16,9,7,12,6,6,7,4,3,1,1,0,0,0,0,0,0,0,6,6,2,2,2,1,0,0,0,5,5,0,0,7,0,2,2
513112314,1,,513112303;513112401;513112404,23,11,12,2,1,1,28,13,15,13,9,4,28,13,15,28,13,15,15,4,11,8,1,7,5,1,4,0,0,0,0,0,0,10,10,5,2,3,3,0,0,0,8,5,3,0,9,0,4,1
513112323,1,,513112324,13,7,6,3,2,1,17,8,9,7,5,2,17,8,9,17,8,9,10,3,7,5,1,4,1,0,1,0,0,0,0,0,0,6,6,3,4,0,1,1,0,0,6,4,2,1,8,0,2,2
513112324,2,513112323,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112331,2,513112421,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112333,2,513112421,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112352,0,,,12,6,6,0,0,0,12,6,6,2,1,1,12,6,6,12,6,6,10,5,5,4,2,2,2,1,1,0,0,0,0,0,0,6,6,1,4,1,0,0,0,0,5,5,0,0,5,0,0,4
513112353,2,513112354,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112354,1,,513112353,31,14,17,2,2,0,32,13,19,14,6,8,31,13,18,31,13,18,18,7,11,10,3,7,4,0,4,0,0,0,0,0,0,15,15,6,8,1,1,1,0,0,10,9,1,0,12,0,4,5
513112361,1,,513112362;513112363,35,16,19,6,0,6,42,24,18,25,15,10,41,23,18,39,21,18,17,9,8,13,8,5,4,4,0,0,0,0,0,0,0,15,15,4,9,1,2,3,0,0,14,11,3,1,10,0,2,4
513112362,2,513112361,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112363,2,513112361,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112374,0,,,12,6,6,0,0,0,11,6,5,4,1,3,11,6,5,11,6,5,7,5,2,4,3,1,4,3,1,1,1,0,0,0,0,7,7,3,3,1,0,0,0,0,4,3,1,0,6,0,2,1
513112401,2,513112314,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112404,2,513112314,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112412,2,513112421,,9,2,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112414,2,513112421,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112421,1,,513112331;513112333;513112412;513112414;513112422;513112423,9,4,5,3,1,2,42,15,27,15,6,9,42,15,27,42,15,27,27,9,18,12,2,10,3,0,3,1,0,1,0,0,0,4,4,5,8,6,0,0,1,0,15,11,4,2,17,0,4,4
513112422,2,513112421,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112423,2,513112421,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112424,0,,,75,30,45,2,0,2,73,30,43,33,15,18,72,30,42,71,30,41,40,15,25,30,9,21,3,1,2,0,0,0,0,0,0,37,37,12,18,3,3,0,1,0,25,23,2,0,28,0,9,10
513112441,2,513112532,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112451,0,,,13,8,5,0,0,0,13,8,5,4,4,0,13,8,5,13,8,5,9,4,5,3,1,2,1,1,0,0,0,0,0,0,0,9,9,5,4,0,0,0,0,0,4,4,0,0,7,0,3,2
513112452,1,,513112454,79,34,45,0,0,0,87,39,48,32,20,12,87,39,48,86,38,48,55,19,36,42,14,28,21,6,15,4,2,2,1,1,0,37,36,14,14,6,4,0,0,0,23,16,7,0,30,0,9,9
513112454,2,513112452,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112461,0,,,17,7,10,0,0,0,17,7,10,3,1,2,17,7,10,17,7,10,14,6,8,7,4,3,0,0,0,0,0,0,0,0,0,9,9,3,4,2,0,0,0,0,6,6,0,0,8,0,2,4
513112462,0,,,11,6,5,1,0,1,10,6,4,7,4,3,9,6,3,9,6,3,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,4,4,2,0,1,0,0,1,0,2,1,1,0,2,0,1,0
513112471,0,,,19,9,10,0,0,0,19,9,10,4,2,2,19,9,10,19,9,10,15,7,8,8,3,5,2,0,2,1,0,1,0,0,0,9,9,2,4,3,0,0,0,0,7,6,1,0,8,0,1,3
513112472,1,,513112481,11,4,7,0,0,0,17,7,10,11,4,7,17,7,10,17,7,10,6,3,3,4,2,2,1,1,0,0,0,0,0,0,0,4,4,1,2,0,3,0,0,0,5,4,1,0,3,0,0,1
513112473,0,,,37,21,16,3,3,0,34,18,16,18,11,7,34,18,16,34,18,16,16,7,9,9,4,5,3,1,2,0,0,0,0,0,0,10,10,2,2,1,1,2,1,1,8,3,5,1,8,0,1,2
513112481,2,513112472,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112504,2,513112521,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112513,0,,,10,5,5,0,0,0,10,5,5,5,2,3,10,5,5,10,5,5,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,3,0,0,3,0,1,1
513112521,1,,513112504,3,0,3,0,0,0,5,0,5,2,0,2,5,0,5,5,0,5,3,0,3,3,0,3,2,0,2,1,0,1,0,0,0,3,3,3,1,0,0,0,0,0,1,1,0,0,3,0,2,0
513112522,0,,,143,70,73,30,15,15,111,53,58,80,42,38,106,51,55,104,49,55,31,11,20,17,5,12,9,3,6,1,0,1,1,1,0,51,50,13,15,6,10,4,0,2,35,26,9,5,21,1,7,4
513112523,1,,513112612,14,6,8,0,0,0,18,8,10,7,2,5,18,8,10,18,8,10,11,6,5,7,3,4,2,2,0,0,0,0,0,0,0,8,8,3,6,1,0,0,0,0,7,7,0,0,7,0,1,3
513112524,0,,,21,11,10,0,0,0,21,11,10,12,6,6,20,11,9,20,11,9,9,5,4,4,1,3,3,1,2,0,0,0,0,0,0,9,9,2,3,3,1,0,0,0,6,3,3,0,6,0,1,1
513112531,2,513112533,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112532,1,,513112441,14,8,6,0,0,0,20,10,10,9,5,4,20,10,10,19,9,10,11,5,6,5,2,3,4,2,2,0,0,0,0,0,0,5,5,3,4,0,1,1,0,0,6,4,2,0,8,0,3,2
513112533,1,,513112531,15,5,10,0,0,0,18,6,12,8,4,4,18,6,12,18,6,12,10,2,8,5,0,5,2,0,2,0,0,0,0,0,0,9,9,4,7,0,0,0,0,0,7,7,0,0,8,0,4,2
513112534,0,,,18,6,12,3,1,2,15,5,10,7,2,5,15,5,10,15,5,10,8,3,5,5,2,3,2,1,1,0,0,0,0,0,0,7,7,2,3,1,0,0,0,1,5,4,1,1,6,0,2,2
513112543,2,513112641,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112544,2,513112641,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112552,2,513112554,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112553,2,513112554,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112554,1,,513112552;513112553,62,25,37,1,0,1,68,28,40,26,10,16,67,28,39,67,28,39,42,18,24,17,7,10,5,0,5,0,0,0,0,0,0,33,33,14,16,6,0,1,0,0,23,21,2,0,28,1,9,11
513112562,2,513112563,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112563,1,,513112562;513112564,17,9,8,5,3,2,21,12,9,11,7,4,19,10,9,18,10,8,10,5,5,5,2,3,5,2,3,0,0,0,0,0,0,8,8,3,5,0,0,0,1,1,7,7,0,0,6,0,2,4
513112564,2,513112563,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112571,0,,,23,12,11,4,2,2,19,10,9,9,5,4,19,10,9,19,10,9,10,5,5,4,1,3,2,0,2,0,0,0,0,0,0,9,9,2,4,1,1,0,1,0,7,5,2,1,7,0,1,3
513112572,0,,,16,8,8,0,0,0,16,8,8,8,4,4,16,8,8,16,8,8,8,4,4,2,0,2,2,0,2,0,0,0,0,0,0,7,7,1,3,3,0,0,0,0,6,4,2,0,4,0,0,0
513112574,0,,,30,16,14,3,1,2,27,15,12,11,7,4,27,15,12,27,15,12,16,8,8,6,4,2,3,2,1,0,0,0,0,0,0,13,13,5,4,1,1,2,0,0,8,7,1,1,11,0,5,3
513112581,0,,,13,6,7,0,0,0,13,6,7,7,4,3,13,6,7,13,6,7,6,2,4,3,1,2,1,0,1,0,0,0,0,0,0,6,6,1,3,2,0,0,0,0,5,4,1,0,4,0,1,0
513112593,2,513112692,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112601,2,513112602,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112602,1,,513112601,21,10,11,1,1,0,24,11,13,8,3,5,24,11,13,24,11,13,16,8,8,11,5,6,5,1,4,1,0,1,0,0,0,10,10,3,5,4,0,0,0,0,9,7,2,0,10,0,3,4
513112603,2,513112604,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112604,1,,513112603,8,5,3,2,2,0,8,4,4,3,1,2,8,4,4,8,4,4,5,3,2,4,3,1,1,1,0,0,0,0,0,0,0,3,3,0,3,0,1,0,0,0,4,4,0,1,3,0,0,2
513112612,2,513112523,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112622,2,513112624,,6,1,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112624,1,,513112622,13,9,4,1,1,0,18,9,9,10,6,4,16,7,9,15,7,8,8,3,5,5,2,3,2,1,1,0,0,0,0,0,0,4,4,3,3,0,1,0,1,0,5,4,1,0,6,0,2,1
513112631,1,,513112632;513112633;513112634,14,8,6,1,1,0,24,12,12,11,5,6,23,11,12,23,11,12,13,7,6,6,4,2,2,2,0,0,0,0,0,0,0,7,7,4,7,1,1,0,0,0,9,8,1,0,9,0,1,4
513112632,2,513112631,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112633,2,513112631,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112634,2,513112631,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112641,1,,513112543;513112544;513112642;513112643;513112644,14,9,5,0,0,0,30,15,15,16,9,7,30,15,15,30,15,15,14,6,8,6,1,5,4,1,3,1,1,0,0,0,0,6,6,5,5,1,3,0,0,0,9,5,4,0,10,0,4,1
513112642,2,513112641,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112643,2,513112641,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112644,2,513112641,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112651,2,513112654,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112652,2,513112654,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112654,1,,513112651;513112652,12,6,6,0,0,0,20,9,11,7,5,2,20,9,11,20,9,11,13,4,9,4,0,4,3,0,3,0,0,0,0,0,0,4,4,8,2,1,0,1,0,0,4,3,1,0,10,0,6,1
513112664,0,,,12,6,6,0,0,0,12,6,6,6,4,2,12,6,6,12,6,6,6,2,4,6,2,4,3,1,2,0,0,0,0,0,0,5,5,1,1,3,0,0,0,0,4,2,2,0,5,0,1,0
513112691,2,513112692,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112692,1,,513112593;513112691,8,3,5,1,0,1,13,6,7,4,2,2,12,5,7,12,5,7,9,4,5,7,3,4,4,2,2,0,0,0,0,0,0,2,2,0,3,0,2,0,0,0,5,3,2,0,5,0,0,3
513112714,2,513112812,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112724,2,513112822,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112741,0,,,24,12,12,1,1,0,23,11,12,11,4,7,23,11,12,23,11,12,12,7,5,8,5,3,2,2,0,1,1,0,0,0,0,10,10,2,3,4,1,0,0,0,8,5,3,0,10,0,2,1
513112742,1,,513112743,11,6,5,0,0,0,13,7,6,3,2,1,13,7,6,13,7,6,10,5,5,5,3,2,3,2,1,0,0,0,0,0,0,5,5,1,3,2,0,0,0,0,5,5,0,0,5,0,1,2
513112743,2,513112742,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112744,0,,,15,8,7,1,0,1,13,8,5,5,3,2,13,8,5,13,8,5,8,5,3,4,2,2,2,1,1,0,0,0,0,0,0,8,8,3,3,2,0,0,0,0,5,5,0,1,5,0,2,1
513112751,2,513112752,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112752,1,,513112751;513112753;513112754,3,1,2,0,0,0,19,10,9,6,2,4,19,10,9,19,10,9,13,8,5,6,3,3,3,2,1,0,0,0,0,0,0,2,2,4,6,1,0,0,0,0,7,6,1,0,10,0,3,5
513112753,2,513112752,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112754,2,513112752,,11,6,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
513112761,0,,,10,5,5,0,0,0,10,5,5,4,2,2,10,5,5,10,5,5,6,3,3,6,3,3,3,2,1,0,0,0,0,0,0,4,4,0,2,2,0,0,0,0,4,4,0,0,3,0,0,2
513112762,1,,513112764,15,8,7,0,0,0,17,9,8,6,3,3,17,9,8,17,9,8,11,6,5,6,3,3,1,0,1,0,0,0,0,0,0,7,7,5,2,1,0,1,0,0,4,3,1,0,9,0,5,1
513112763,0,,,19,7,12,1,1,0,18,6,12,5,1,4,17,6,11,17,6,11,13,5,8,7,2,5,3,0,3,0,0,0,0,0,0,11,11,7,3,0,0,0,1,0,4,3,1,0,11,0,7,2
